order_id,customer_id,order_date,status,total_amount,payment_method,shipping_address
977,492,2025-04-26 03:33:58.682333,shipped,3981.12,paypal,"2630 Allen Freeway Suite 176, West James, PA 97941"
978,515,2025-02-27 00:43:56.473911,processing,989.25,credit_card,"9364 Robert Mountains Apt. 764, Hollyborough, WV 36809"
979,496,2025-05-29 14:50:57.116466,processing,4183.42,credit_card,"21285 Randy Mission Apt. 888, North Rachel, SC 94538"
980,378,2025-08-22 08:35:03.436577,shipped,2292.32,bank_transfer,"USNS Lara, FPO AE 30736"
981,810,2025-01-16 14:35:26.894331,delivered,4156.5,paypal,"785 Simmons Meadows, East Travis, AK 86067"
982,866,2024-11-29 11:55:02.344616,delivered,2019.22,paypal,"02683 Flores Ramp, Port Katrina, FL 77848"
983,547,2025-04-26 02:36:48.670977,processing,6468.06,credit_card,"737 Perkins Brook, Proctorburgh, VI 94597"
984,44,2025-03-29 14:56:23.387486,cancelled,2955.89,credit_card,"497 Troy Ports Suite 833, Brianview, WY 59604"
985,65,2025-08-03 16:52:55.314322,processing,2626.84,bank_transfer,"3894 Burns Forges Suite 671, East Andreafort, GU 54046"
986,64,2024-12-24 14:04:39.662918,pending,1682.22,paypal,"PSC 1940, Box 4763, APO AA 78506"
987,13,2025-04-17 10:51:18.961112,cancelled,8014.14,paypal,"803 Lisa Lodge, Roseborough, MD 46731"
988,219,2025-11-14 14:47:40.222771,delivered,1485.68,credit_card,"04695 French Club Apt. 119, Rachelview, AZ 57503"
989,270,2025-05-20 14:23:28.883227,shipped,769.52,bank_transfer,"2347 Wilson Course, Castrostad, CA 28527"
990,882,2025-02-24 04:16:27.010904,delivered,2595.75,paypal,"8755 Samantha Fall, Port Jeffrey, NM 89001"
991,675,2025-08-12 23:18:16.744095,cancelled,895.7,bank_transfer,"76390 Terry Mills, New Douglas, OR 86043"
992,663,2025-11-07 15:54:46.553905,pending,1729.59,bank_transfer,"0984 Byrd Flat, South Michael, MO 04011"
993,360,2025-02-24 10:47:19.633578,pending,3020.83,paypal,"0827 Mitchell Lake Suite 966, Nicholasburgh, DE 18149"
994,877,2025-10-20 15:58:05.246034,cancelled,2876.24,bank_transfer,"56101 Rachel Circle Apt. 405, Port Gregory, SD 63495"
995,133,2025-05-29 14:59:02.861413,processing,1082.4,paypal,"PSC 7255, Box 2975, APO AE 28358"
996,534,2025-06-09 18:04:53.457831,processing,16.44,bank_transfer,"7599 Susan Station, North Matthew, VT 90381"
997,944,2025-05-27 02:06:27.412395,delivered,2381.72,bank_transfer,"3056 Rose Avenue Suite 468, Port Ann, MS 21012"
998,269,2025-11-02 01:23:47.133466,pending,3723.64,paypal,"80726 Reyes Ranch, Kathleenfort, NV 48445"
999,205,2025-07-21 03:59:23.971698,pending,392.9,credit_card,"30951 Villegas Stream Suite 730, Tuckerburgh, PA 83202"
1000,289,2025-07-31 22:29:58.053173,processing,3795.25,paypal,"USNV Brown, FPO AE 61019"
1001,842,2025-04-06 12:30:45.764708,delivered,3127.01,credit_card,"151 Kathy Vista, Brianmouth, AK 26297"
1002,24,2024-12-23 00:58:14.362619,cancelled,1946.26,credit_card,"PSC 9195, Box 1522, APO AE 22276"
1003,177,2024-12-16 08:08:56.369860,shipped,1025.97,credit_card,"91903 Thomas Isle, New Michael, AL 28677"
1004,296,2024-12-29 22:55:59.176954,processing,7654.19,bank_transfer,"PSC 0561, Box 2762, APO AP 91703"
1005,101,2024-12-09 22:44:46.545022,processing,2678.5,paypal,"61146 Jeremiah Parkway, West Maria, KS 15045"
1006,174,2025-11-11 18:25:00.632189,processing,2870.28,paypal,"USNV Edwards, FPO AE 83078"
1007,275,2025-06-11 15:08:47.789781,pending,3030.82,bank_transfer,"435 Miranda Prairie Apt. 002, Lake Scottview, SC 18321"
1008,473,2025-02-11 15:12:03.722735,shipped,4725.04,paypal,"96710 Noble Point Suite 900, Nelsonhaven, MH 48043"
1009,776,2025-05-22 10:15:25.136112,processing,4810.67,credit_card,"272 Emily Village, Nicholasland, CA 10365"
1010,534,2025-07-31 20:02:00.214586,delivered,2261.52,credit_card,"164 Snyder Valley, Lake Christopherstad, NC 63509"
1011,501,2025-09-19 15:19:55.545826,delivered,2891.73,paypal,"30868 Edward Walk Apt. 635, Lake Gabriellaburgh, PW 31474"
1012,60,2025-09-23 11:56:25.876203,cancelled,3737.03,paypal,"40209 Martinez Lock Suite 976, South Henrymouth, MD 80400"
1013,402,2025-09-14 21:05:37.195467,shipped,3177.78,paypal,"4597 Benjamin Mews Suite 160, Port Julie, KS 65879"
1014,907,2025-08-26 22:31:49.401100,pending,6125.77,paypal,"7832 Jacobs Lakes Suite 903, New Christina, LA 51105"
1015,912,2025-02-07 20:37:15.302276,cancelled,5499.64,credit_card,"4766 Lawson Street Suite 216, Angelachester, AR 31155"
1016,806,2025-06-13 02:53:13.786563,delivered,741.02,paypal,"46865 King Mills, West Danafort, PR 25204"
1017,589,2025-07-04 01:06:41.401375,processing,1413.02,paypal,"8497 Kimberly Station, Jacobton, NE 88100"
1018,495,2025-10-22 00:08:19.001946,cancelled,2191.26,paypal,"USNS Finley, FPO AP 83035"
1019,272,2025-03-11 07:06:21.158050,pending,1804.9,bank_transfer,"870 Michael Manor Apt. 463, Port Christopherside, GA 83853"
1020,350,2025-06-15 06:40:57.982200,delivered,1954.12,paypal,"10451 Mitchell Station Suite 866, East Lisaview, MT 40132"
1021,479,2025-05-05 05:05:49.218816,delivered,2214.03,bank_transfer,"1163 Bryant Lakes Apt. 384, Rodriguezborough, NH 02501"
1022,779,2025-07-15 14:11:25.392060,cancelled,1541.9,paypal,"002 Wesley Plaza, Port Tanyaborough, VA 14517"
1023,739,2025-06-06 18:46:54.677204,cancelled,939.67,paypal,"20025 Jake Gardens Apt. 938, East Ronaldshire, NJ 03515"
1024,397,2025-10-24 02:51:41.274793,processing,3049.3,bank_transfer,"USS Jensen, FPO AA 60830"
1025,790,2024-11-30 09:51:24.354573,processing,5133.62,paypal,"825 Victor Ford, Harmonberg, MS 80936"
1026,734,2025-07-12 02:29:42.507330,processing,1137.04,paypal,"59103 Amber Run, Waynefort, OK 12345"
1027,491,2025-08-15 20:31:19.417475,shipped,4738.35,bank_transfer,"78027 Brenda Island, Youngbury, CA 91855"
1028,146,2025-10-06 08:41:03.475305,delivered,502.08,credit_card,"404 Jackson Bridge, Brownfort, MO 01646"
1029,5,2025-05-23 07:57:55.989191,cancelled,4091.39,paypal,"4702 Hayden Trail, West Douglasberg, ID 25082"
1030,89,2025-08-20 17:38:51.969562,shipped,4846.1,credit_card,"639 Christina Mill Apt. 296, Adamsfurt, KS 31476"
1031,193,2025-02-03 03:23:22.167048,shipped,8777.7,paypal,"3488 Oliver Lakes Apt. 050, Port Erica, NH 56130"
1032,146,2025-05-14 16:43:24.817483,cancelled,1801.12,paypal,"2730 Susan Lights Suite 043, Wilsonberg, PA 22671"
1033,920,2025-09-30 21:38:29.555029,pending,512.04,credit_card,"84731 Pamela Knoll Apt. 393, Fritzfort, IA 01821"
1034,634,2025-04-08 09:38:03.911104,pending,4123.05,paypal,"956 Olson Plains, South David, OH 01842"
1035,563,2025-04-26 08:59:09.159513,processing,1030.68,bank_transfer,"82085 Jordan Trafficway Suite 863, Rachelberg, UT 42028"
1036,693,2025-07-19 05:56:38.936503,processing,3112.25,paypal,"Unit 6502 Box 0424, DPO AE 44229"
1037,557,2025-10-12 11:02:45.750137,delivered,2340.35,paypal,"3044 Cooley Square Suite 423, Martinstad, MS 71783"
1038,50,2025-11-09 01:04:54.613559,shipped,220.37,credit_card,"68899 Lucas Springs Suite 642, New Hannahbury, MS 42369"
1039,469,2025-07-27 22:02:43.584943,shipped,1159.44,paypal,"039 Kimberly Gardens, Adamsberg, PW 67574"
1040,201,2025-06-13 17:52:09.957883,pending,5025.55,credit_card,"9662 Mark Divide Suite 868, East Jorgeport, VA 04716"
1041,520,2025-07-02 07:17:00.060563,delivered,2645.71,paypal,"589 Michael Vista, Michaelhaven, CT 18302"
1042,548,2025-09-18 03:11:26.928219,processing,49.32,paypal,"022 Erin Union Suite 350, Dickersonbury, TN 05909"
1043,456,2025-01-27 12:53:21.865430,delivered,5581.09,bank_transfer,"28547 Wilson Shoal, Amandaberg, WI 47534"
1044,285,2025-07-02 00:08:53.390409,delivered,2629.81,bank_transfer,"48632 Gibbs Centers Suite 279, Wallaceburgh, CA 22887"
1045,521,2025-10-04 23:24:33.974652,delivered,2467.15,paypal,"781 Ryan Wall, Tinahaven, PR 37155"
1046,25,2025-03-01 12:09:40.799194,shipped,2892.75,credit_card,"USNV Castaneda, FPO AE 14398"
1047,727,2025-10-17 00:26:45.534045,delivered,3713.74,bank_transfer,"16734 Michael Drive, Richardburgh, HI 26445"
1048,311,2025-04-08 20:25:47.541448,shipped,4821.61,bank_transfer,"1701 Reynolds Branch, Rebeccaport, MH 87675"
1049,685,2025-07-31 10:55:38.619553,shipped,452.7,bank_transfer,"96022 Luis Ferry Suite 901, East Lisahaven, GA 85282"
1050,168,2024-12-02 00:25:25.769085,delivered,5782.6,bank_transfer,"2438 Kendra Overpass, Wrighttown, MA 73663"
1051,608,2025-01-05 17:48:25.630707,delivered,4948.41,paypal,"888 Stanton Inlet Apt. 522, New Davidstad, OH 02103"
1052,22,2025-08-07 22:04:52.551253,cancelled,7263.86,credit_card,"4639 Michael Street Apt. 123, West Laurastad, KS 73392"
1053,351,2025-08-16 11:47:00.745133,shipped,4006.32,bank_transfer,"163 Lisa Villages, South Kimhaven, ME 78151"
1054,531,2025-09-04 06:01:17.357383,pending,1823.93,bank_transfer,"847 Thomas Harbor, Brownfort, SD 62953"
1055,250,2024-12-03 05:42:51.089513,cancelled,2371.02,paypal,"275 White Bridge, New Elizabeth, ND 04502"
1056,250,2025-07-07 11:21:08.695260,cancelled,2708.96,bank_transfer,"997 Dixon Meadow, Williamfort, CA 86441"
1057,821,2025-03-27 22:43:23.082910,pending,196.45,bank_transfer,"0711 Amy Groves Suite 755, New Michaelland, FM 31993"
1058,837,2025-01-27 21:03:38.038406,cancelled,476.13,paypal,"64152 Edward View, Stevenside, AR 64670"
1059,873,2025-07-20 19:31:43.808046,shipped,1739.16,paypal,"45527 Larson Pines Suite 378, Darryltown, UT 86697"
1060,296,2025-01-09 14:41:40.167448,pending,4110.54,paypal,"9385 Anthony Forge Suite 836, Port Jessica, OK 11030"
1061,303,2025-03-04 11:58:09.647861,delivered,4780.42,paypal,"06389 Park Haven, South Julieside, NE 07587"
1062,661,2025-09-24 00:00:10.874189,cancelled,2871.63,bank_transfer,"06422 Patricia Skyway Suite 981, South Michael, CA 43111"
1063,144,2025-03-15 15:30:27.824525,cancelled,939.67,bank_transfer,"298 Johnson Meadows, Taylorville, PA 23009"
1064,84,2024-12-01 02:09:20.492038,processing,1049.56,credit_card,"9891 Woods Landing, North Luis, VT 61069"
1065,499,2024-12-05 00:20:08.092424,cancelled,3557.67,bank_transfer,"4953 Edwards Haven, Skinnerborough, ND 83393"
1066,546,2025-11-13 19:26:02.910710,pending,873.06,bank_transfer,"33689 Soto Isle, West Allisontown, HI 41342"
1067,11,2024-12-26 21:42:51.650504,delivered,2472.81,credit_card,"PSC 5066, Box 2874, APO AA 13397"
1068,11,2025-11-15 07:00:06.653304,delivered,2913.12,paypal,"9186 Andrew Camp, Priceburgh, OH 76803"
1069,674,2025-08-21 21:53:36.867473,cancelled,3479.91,credit_card,"2251 King Branch Apt. 687, Elliotthaven, WY 25441"
1070,882,2025-04-04 12:06:56.607618,cancelled,958.66,credit_card,"516 Anne Inlet, Brucestad, MI 48275"
1071,137,2025-09-28 23:30:32.385947,delivered,2204.25,credit_card,"557 Reese Crest Suite 921, Yvonneside, AL 72493"
1072,612,2025-10-02 12:32:26.232223,processing,4597.66,bank_transfer,"02330 Robbins Motorway Suite 679, North Kevin, VI 26636"
1073,919,2025-10-18 01:17:30.702557,processing,272.31,credit_card,"1494 Virginia Unions Apt. 742, North Heathershire, CA 64689"
1074,651,2025-08-12 12:20:25.391607,delivered,2773.26,bank_transfer,"88196 Alex Drives Suite 686, Belindabury, HI 87174"
1075,57,2025-03-21 17:03:35.233573,pending,3294.96,paypal,"384 Cameron Row Suite 507, Cherylhaven, IL 27202"
1076,465,2024-11-21 23:35:24.125019,cancelled,4912.44,credit_card,"54335 Harris Centers Suite 010, South Katherineport, MN 71547"
1077,471,2025-08-03 16:52:36.219102,pending,4717.84,credit_card,"193 Cynthia Fort Suite 601, North Catherinemouth, MH 71938"
1078,417,2025-01-31 06:20:27.369503,delivered,6022.15,bank_transfer,"773 Kathryn Forest Apt. 130, Whitneymouth, OR 96439"
1079,178,2024-12-21 13:48:33.225163,shipped,2050.28,credit_card,"893 Cooper Highway Apt. 105, North Coreyborough, AR 42071"
1080,316,2025-01-25 03:16:08.693885,pending,4197.96,bank_transfer,"90292 Delacruz Crescent Apt. 974, Michellemouth, KS 54580"
1081,576,2025-11-09 01:50:48.633807,delivered,2314.36,bank_transfer,"2563 Anna Greens Suite 630, Joshualand, ID 63858"
1082,988,2025-02-03 07:03:56.091662,delivered,6305.83,paypal,"72271 Jane Views, Sotobury, MP 25641"
1083,927,2024-12-17 13:42:51.325675,delivered,2460.65,credit_card,"USNV Vincent, FPO AP 74184"
1084,709,2025-01-01 06:21:15.116606,shipped,1111.53,paypal,"93907 Christy Ports Apt. 785, Willisburgh, PR 21215"
1085,758,2024-12-02 05:27:00.696843,shipped,1763.15,bank_transfer,"4548 Lowe Trace Suite 950, South Lauraland, AS 74575"
1086,252,2024-11-27 05:19:13.242380,processing,4599.82,paypal,"859 Eric Terrace Apt. 693, Michaelburgh, NH 60759"
1087,991,2025-03-06 09:12:18.604018,shipped,2069.1,paypal,"64712 Natasha Road, North Leslie, CA 32245"
1088,461,2025-09-16 18:28:01.081360,shipped,3556.13,credit_card,"908 Griffith Springs, Michaelberg, AR 70006"
1089,277,2025-10-19 05:48:24.669331,pending,3616.53,bank_transfer,"2779 Lisa Lodge Apt. 500, Leonchester, PW 16221"
1090,914,2025-08-14 06:09:00.910225,delivered,2218.24,credit_card,"0990 Smith Extensions Suite 944, Lake Anthony, FM 38446"
1091,968,2025-03-10 00:08:09.353160,shipped,813.5,paypal,"9056 Barry Row, Hessberg, AZ 49579"
1092,40,2024-12-09 23:42:56.878240,pending,2839.66,credit_card,"94415 Steven Mews, South Manuel, UT 95474"
1093,393,2025-03-17 21:07:58.125439,cancelled,4935.26,bank_transfer,"083 Mackenzie Mews Apt. 059, Navarroton, TX 29498"
1094,50,2025-07-11 16:42:01.317894,cancelled,2668.53,paypal,"9195 Charles Hollow Suite 171, East Heather, KS 60965"
1095,570,2025-02-22 19:16:11.067224,processing,2242.04,bank_transfer,"93423 Lawson Keys Apt. 830, Christopherchester, TX 61209"
1096,382,2025-11-06 02:16:41.116642,cancelled,4626.22,credit_card,"27551 Kimberly Circles Suite 489, North Amyberg, NM 56352"
1097,204,2025-10-08 02:22:38.322090,processing,1523.14,credit_card,"007 David Glen, Port Michael, MD 06146"
1098,552,2025-08-03 17:42:21.250008,cancelled,3278.78,bank_transfer,"697 Walker Forks Suite 393, Port Oscarborough, NV 79070"
1099,790,2025-10-13 23:32:03.528665,cancelled,319.72,bank_transfer,"7233 James Landing, North Nicoleland, AZ 91413"
1100,621,2024-12-13 02:18:46.051576,pending,3067.97,bank_transfer,"98104 Johnson Village, Johnsburgh, WA 68630"
1101,386,2025-08-06 07:31:43.656051,cancelled,58.45,bank_transfer,"3243 Scott Lock, South Stephanie, KY 72984"
1102,352,2025-07-16 04:21:32.709905,processing,4179.2,paypal,"507 Abigail Trafficway, South Nicholas, SD 05178"
1103,469,2025-10-14 21:58:44.473275,shipped,612.22,paypal,"45355 Kevin Road Suite 873, Mitchellborough, CT 93810"
1104,113,2025-02-11 08:07:44.828593,processing,710.46,bank_transfer,"8817 Anita Green, Andreamouth, PA 70475"
1105,453,2025-02-01 21:47:18.268647,cancelled,749.42,bank_transfer,"73243 Christopher Meadows Suite 007, West Elizabethland, KS 11770"
1106,668,2025-06-02 21:35:53.311487,pending,4167.21,paypal,"14269 Breanna Junctions, Josephmouth, IL 91894"
1107,652,2025-08-26 00:49:31.810003,cancelled,1680.55,paypal,"PSC 3428, Box 5487, APO AP 50287"
1108,303,2025-11-10 01:46:26.515786,cancelled,1130.27,bank_transfer,"Unit 3469 Box 9435, DPO AA 39637"
1109,935,2025-02-07 11:44:10.530440,shipped,2736.74,credit_card,"92916 Tiffany Burg, Jonesshire, OH 84979"
1110,453,2025-05-15 04:39:46.816864,shipped,3332.62,credit_card,"89187 Justin Park Suite 179, Wendystad, ND 53708"
1111,967,2025-05-11 05:31:34.982450,processing,6377.43,bank_transfer,"377 Shelby Rapid Apt. 268, Michelleport, CO 94394"
1112,575,2025-01-08 06:25:19.540996,shipped,4692.09,credit_card,"475 David Rest Suite 577, South Carrie, FL 65833"
1113,27,2025-05-18 21:33:01.903895,cancelled,1561.94,credit_card,"549 Vernon Field, Kanehaven, SC 74173"
1114,119,2025-08-03 12:27:05.773385,shipped,4591.8,credit_card,"7959 Donald Drive Apt. 125, South Catherinechester, NH 42450"
1115,141,2025-01-18 10:10:00.254310,delivered,2882.31,credit_card,"023 Patrick Haven Apt. 058, Rebeccaburgh, ND 05851"
1116,878,2025-04-10 22:20:18.731899,cancelled,1569.8,credit_card,"Unit 2818 Box 4280, DPO AA 55797"
1117,842,2025-03-01 03:39:07.775302,shipped,5764.56,credit_card,"85268 Carol Flats Apt. 418, Evansville, WV 10498"
1118,564,2025-07-30 06:11:00.820603,processing,536.33,bank_transfer,"8458 Timothy Rapid Apt. 591, Port Josephside, MP 76167"
1119,571,2025-07-09 06:59:31.758134,shipped,3980.76,bank_transfer,"257 Rogers Pines, Bernardchester, VA 62999"
1120,82,2024-12-08 10:04:16.651853,processing,5286.22,paypal,"4701 Miller Brook, Durhamhaven, AL 34609"
1121,358,2025-05-06 23:51:12.392455,processing,1944.32,credit_card,"2686 Tiffany Causeway Apt. 572, Nicolechester, IL 04462"
1122,281,2025-08-17 11:41:38.211673,processing,2724.36,credit_card,"147 Davenport Springs, Williamsburgh, NE 11957"
1123,112,2025-05-16 17:36:33.625852,cancelled,6049.24,bank_transfer,"54757 Myers Club, Kristinaton, HI 40962"
1124,620,2025-06-02 03:48:09.829042,cancelled,2420.52,bank_transfer,"314 Hernandez Avenue, West Bradyville, UT 47344"
1125,212,2025-09-06 04:51:09.567568,processing,2580.74,bank_transfer,"8773 Thomas Courts Apt. 086, Brayton, WV 80281"
1126,141,2024-11-17 19:03:35.754009,delivered,2694.33,paypal,"63265 Simon Squares, Carlsonchester, MS 79295"
1127,715,2025-07-21 02:44:40.032353,cancelled,8407.34,paypal,"0867 Hodges Via Suite 342, Jamesburgh, PW 77999"
1128,975,2025-05-11 09:31:06.582724,processing,797.79,paypal,"9095 Hull View, Melissaberg, IL 89927"
1129,418,2025-05-31 03:32:35.633514,pending,3680.36,credit_card,"124 Lisa Fords Apt. 289, Brittanymouth, NY 14122"
1130,35,2025-06-02 13:24:47.406280,cancelled,2093.01,bank_transfer,"176 Timothy Squares Suite 723, West Meganhaven, IA 82504"
1131,935,2025-07-25 17:17:05.746090,shipped,4031.26,credit_card,"USCGC Molina, FPO AA 05989"
1132,802,2025-08-02 19:18:49.989686,delivered,5364.46,bank_transfer,"USNV Tran, FPO AA 09840"
1133,413,2025-01-11 12:30:20.194942,shipped,5977.93,paypal,"63863 Tanya Summit Apt. 785, Cruzshire, NJ 57784"
1134,921,2024-12-21 05:50:43.823622,processing,425.83,paypal,"USCGC Kirby, FPO AE 33124"
1135,563,2025-08-04 02:40:42.345933,shipped,348.61,paypal,"931 Luna Walks, Lindseyport, VT 05770"
1136,507,2025-05-08 22:06:16.622772,shipped,3573.93,bank_transfer,"8431 Katrina Street, North Gregoryside, AZ 67396"
1137,574,2025-06-21 02:30:18.100197,cancelled,393.62,paypal,"4867 Kent Drive, Littleborough, MS 81822"
1138,317,2024-11-16 23:12:17.840845,processing,5396.91,paypal,"538 Long Trace, West Jason, TN 36518"
1139,405,2025-06-26 01:47:22.556638,pending,4098.44,bank_transfer,"9155 Hawkins Park, South Karen, PA 65905"
1140,505,2025-10-17 21:11:38.949501,shipped,6493.26,bank_transfer,"9554 Dominguez Roads Apt. 739, East Natalie, WV 58880"
1141,860,2025-06-04 17:02:13.234634,delivered,7549.28,bank_transfer,"8817 Thompson Circles Apt. 689, North Elizabeth, OH 29889"
1142,304,2025-07-14 17:29:34.313557,pending,2057.61,paypal,"11357 Rachel Unions Apt. 446, New Stephanie, OR 72870"
1143,457,2024-12-11 00:40:50.504913,processing,1279.58,credit_card,"75182 Stevens Shore, Smallborough, VT 89889"
1144,364,2024-11-29 00:55:35.256152,cancelled,6790.5,credit_card,"57284 Brown Spur Apt. 445, South Kaylafort, IL 64080"
1145,791,2025-07-01 16:11:37.037935,pending,2224.4,bank_transfer,"4045 Miguel Haven Suite 503, Kimmouth, AK 79546"
1146,949,2025-08-12 11:31:45.869129,processing,2214.6,bank_transfer,"262 Wiley Parkways, Timothychester, NE 55423"
1147,727,2025-04-22 10:15:01.869354,cancelled,2443.8,paypal,"776 Evans Port Suite 233, Chaveztown, IL 70246"
1148,10,2025-07-13 10:25:31.357289,processing,1232.16,paypal,"4520 Holland Fields, Cooleymouth, DE 03621"
1149,441,2025-09-02 22:20:18.469213,pending,1288.81,bank_transfer,"7431 Smith Trail Suite 142, West Meganstad, NV 87352"
1150,559,2025-01-31 05:36:39.793198,pending,6689.59,bank_transfer,"6627 Kirk Crossing, Larsonton, MP 49640"
1151,584,2025-06-13 01:34:17.644537,cancelled,924.54,paypal,"159 Carolyn Ford Suite 650, Santanaport, KY 48501"
1152,868,2024-11-22 16:08:15.821524,pending,3850.44,bank_transfer,"637 Davis Flats, Jennaview, ND 34214"
1153,324,2025-11-02 13:01:36.164969,cancelled,4543.7,bank_transfer,"675 Torres Port Suite 004, Katelynmouth, NE 88688"
1154,220,2025-03-14 18:08:52.951439,shipped,570.66,paypal,"0763 Mason Radial Apt. 349, South Josephmouth, NC 20690"
1155,470,2025-05-05 21:58:17.454344,processing,2891.73,paypal,"50352 Duane Way, North Steven, OK 23284"
1156,98,2025-10-03 12:56:12.804968,processing,2493.79,bank_transfer,"38793 Flores Mountains, South Taylor, WI 87480"
1157,113,2025-03-07 07:09:29.289311,delivered,4823.04,bank_transfer,"437 Woods Coves Apt. 979, South Laurabury, KY 51301"
1158,702,2025-05-10 07:47:03.838345,delivered,1831.78,bank_transfer,"14002 Villa Ridge, East Danielport, PR 82215"
1159,733,2025-01-11 21:47:33.713065,shipped,1441.18,bank_transfer,"PSC 8993, Box 8421, APO AE 22428"
1160,662,2025-09-25 09:08:58.959378,shipped,4147.34,bank_transfer,"06467 Tim Summit, East Stephenfort, OR 54285"
1161,53,2025-08-14 23:24:46.548540,pending,4899.85,paypal,"252 Grant Fall, West Catherine, MO 58015"
1162,311,2025-11-11 02:42:34.578045,delivered,1802.25,bank_transfer,"36965 Lewis Lakes Apt. 397, Michaelfurt, AK 36566"
1163,223,2025-08-18 05:55:37.182846,shipped,13.52,bank_transfer,"Unit 1724 Box 7768, DPO AE 52484"
1164,843,2025-04-20 11:10:35.787940,pending,515.11,credit_card,"781 Joseph Stream Apt. 167, West Amandaview, AR 25161"
1165,979,2025-03-18 08:36:26.174278,cancelled,2021.33,credit_card,"35030 Simpson Island, East Crystalfurt, IA 29706"
1166,646,2025-01-15 20:35:06.177613,pending,1432.19,credit_card,"6643 Durham Cliff, West Paulstad, PA 40622"
1167,119,2025-02-22 16:59:46.044662,delivered,4198.6,credit_card,"270 Black Mountains Apt. 651, North Markburgh, MO 78698"
1168,451,2025-02-28 15:29:23.361594,cancelled,3321.38,bank_transfer,"9550 Gibson Lodge, Port Roger, WV 20958"
1169,431,2025-08-04 04:13:02.993943,pending,1649.71,bank_transfer,"553 Kevin Row, New Maryside, CA 52150"
1170,367,2025-05-03 05:44:06.286507,processing,2813.76,paypal,"68193 Alexander Creek Apt. 838, Thomasmouth, AZ 28600"
1171,330,2024-11-25 15:30:46.037772,delivered,2332.47,bank_transfer,"316 Derrick Junctions, Lake Elizabethmouth, SC 98598"
1172,658,2025-03-07 03:18:04.891587,delivered,1340.87,paypal,"4774 Jenna Haven, Christinafurt, UT 81395"
1173,622,2025-07-15 22:02:11.582348,processing,2823.45,paypal,"PSC 6740, Box 4401, APO AP 15922"
1174,688,2025-03-27 10:28:04.050576,delivered,4895.63,credit_card,"74273 Brady Meadow Apt. 268, Port Victor, IN 83408"
1175,701,2025-06-14 07:57:23.332536,cancelled,4268.73,bank_transfer,"915 Ross Turnpike Suite 513, South Alisha, UT 81835"
1176,601,2025-08-03 02:35:50.153378,delivered,2587.15,credit_card,"9505 Robin Falls Apt. 465, North Shelbychester, WY 74962"
1177,925,2024-12-23 06:00:31.023485,delivered,1566.51,paypal,"Unit 0572 Box 3484, DPO AE 50626"
1178,701,2024-11-21 11:12:30.947603,cancelled,2714.54,bank_transfer,"734 David Row, Port Melissa, FL 59646"
1179,231,2025-08-28 22:33:42.804263,delivered,6211.52,credit_card,"696 Alvarez Pine, West Susanmouth, IA 31923"
1180,726,2025-05-09 15:06:29.871950,shipped,1148.62,bank_transfer,"62277 Jonathan Mountains, Port Zacharymouth, PA 52780"
1181,816,2025-03-13 12:28:01.095883,cancelled,2229.22,paypal,"9995 Courtney Orchard Apt. 556, Kellerville, MA 61922"
1182,640,2024-12-06 16:14:17.802864,delivered,947.64,bank_transfer,"3257 Donna Ramp, Holtview, AL 04924"
1183,538,2025-03-06 08:53:19.413996,pending,1867.37,paypal,"PSC 4543, Box 8979, APO AE 66874"
1184,767,2025-03-01 01:21:42.142267,delivered,3416.92,bank_transfer,"7409 Daugherty Stream, New Thomasshire, TX 82799"
1185,355,2024-12-15 17:15:08.965871,cancelled,2663.55,paypal,"88294 Richmond Center, Karenborough, DC 17108"
1186,560,2025-01-24 17:02:40.647267,cancelled,2152.8,credit_card,"65720 Christy Road Suite 560, North Amberview, DC 51899"
1187,153,2025-07-15 10:43:31.432427,processing,787.24,credit_card,"8326 Robert Manors Suite 176, Reedhaven, WA 37207"
1188,545,2025-07-20 21:29:09.641808,shipped,3053.58,paypal,"8703 Munoz Drives Suite 264, Kingtown, TX 55805"
1189,847,2025-07-13 06:24:06.728583,delivered,53.02,paypal,"PSC 1097, Box 7147, APO AP 74497"
1190,992,2025-09-06 19:16:06.470839,cancelled,1720.16,paypal,"271 Galvan Station, Lake Jackie, CA 12903"
1191,805,2025-10-05 15:21:05.155089,delivered,4033.78,paypal,"9137 Jennifer Lock, East Amanda, MS 86036"
1192,496,2025-02-24 18:27:00.688376,pending,3957.06,bank_transfer,"459 Turner Radial, Garciaville, VI 04120"
1193,352,2025-04-05 16:34:04.655880,processing,4110.7,bank_transfer,"6307 Beck Centers, Andersontown, RI 68074"
1194,562,2025-02-15 04:26:30.176914,shipped,4274.71,credit_card,"4568 Lindsey Field, Shepherdview, MO 55708"
1195,599,2025-10-10 23:32:34.189096,cancelled,3387.47,paypal,"393 Amy Extension, North Christopher, NE 17871"
1196,507,2025-10-13 02:29:40.091331,delivered,4908.38,credit_card,"197 Nathaniel Overpass Apt. 591, Williamsberg, MT 13546"
1197,144,2025-03-23 02:04:23.752794,processing,4046.32,credit_card,"962 Holder Divide, North Williambury, MD 54552"
1198,615,2025-02-14 21:45:59.813351,cancelled,4814.15,bank_transfer,"676 Rachel Spring, Heatherbury, GU 32084"
1199,82,2025-09-26 17:01:01.497809,pending,4383.69,bank_transfer,"40221 John Forges, Port Sean, VT 02071"
1200,938,2024-12-24 23:55:23.215501,processing,1709.74,bank_transfer,"8764 Jack Trail Suite 985, Lake Bianca, MA 42041"
